"loeuf_rank","input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","post_publication_update","match_status","match_method","match_note","gene","ensembl_gene_id","transcript_id","transcript_version","transcript_selection_method","chromosome","start_position","end_position","loeuf","pLI","plof_obs","plof_exp","plof_oe","missense_oe","missense_z","synonymous_oe","highly_lof_constrained","strong_missense_constraint","constraint_signal_pattern","quality_status","quality_flags","low_coverage_flag","poor_mappability_flag","gene_quality_metrics.exome_prop_bp_AN90","gene_quality_metrics.exome_mean_AS_MQ","gene_quality_metrics.exome_prop_segdup","gene_quality_metrics.exome_prop_LCR","gene_flags","constraint_flags"
493,574,"SHKBP1",92799,"Q8TBC3","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SHKBP1","ENSG00000160410","ENST00000291842","ENST00000291842.10","MANE Select","chr19",40576873,40591397,1.0312,9.0042e-21,71,83.884,0.84641,0.83877,2.1553,0.93216,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99434,59.997,0,0,"[]","[]"
494,223,"TRIM31",11074,"Q9BZY9","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM31","ENSG00000204616","ENST00000376734","ENST00000376734.4","MANE Select","chr6",30102897,30113090,1.0315,8.9566e-09,31,40.561,0.76427,0.91456,0.81279,0.84581,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
495,386,"FBXL18",80028,"Q96ME1","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL18","ENSG00000155034","ENST00000382368","ENST00000382368.8","MANE Select","chr7",5475797,5513809,1.0326,2.9559e-10,36,46.041,0.78191,0.973,0.36486,1.1971,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
496,46,"MARCHF10",162333,"Q8NA82","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MARCHF10","ENSG00000173838","ENST00000311269","ENST00000311269.10","MANE Select","chr17",62701314,62808314,1.0339,1.096e-18,64,76.219,0.83968,0.91339,1.1433,0.95113,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
497,520,"KCTD18",130535,"Q6PI47","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KCTD18","ENSG00000155729","ENST00000359878","ENST00000359878.8","MANE Select","chr2",200488958,200510068,1.0348,3.4743e-06,22,30.358,0.72468,0.96596,0.33971,0.89013,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
498,253,"TRIM55",84675,"Q9BYV6","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM55","ENSG00000147573","ENST00000315962","ENST00000315962.9","MANE Select","chr8",66127129,66175485,1.0391,1.6114e-14,50,60.905,0.82096,1.0212,-0.23366,0.99532,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.997,0,0.043796,"[]","[]"
499,212,"TRIM17",51127,"Q9Y577","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM17","ENSG00000162931","ENST00000366698","ENST00000366698.7","MANE Select","chr1",228407935,228416861,1.04,1.1266e-07,27,35.802,0.75415,0.9497,0.53103,0.97385,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.9993,59.999,0,0,"[]","[]"
500,360,"HERC6",55008,"Q8IVU3","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","HERC6","ENSG00000138642","ENST00000264346","ENST00000264346.12","MANE Select","chr4",88378852,88443097,1.0406,2.3602e-30,101,114.51,0.882,0.92047,1.19,0.93529,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.98369,59.935,0,0,"[]","[]"
501,421,"FBXO44",93611,"Q9H4M3","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO44","ENSG00000132879","ENST00000251547","ENST00000251547.10","MANE Select","chr1",11654877,11663327,1.0424,4.1537e-07,25,33.496,0.74635,0.904,0.75938,0.96197,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.079,0,0,"[]","[]"
502,268,"TRIM69",140691,"Q86WT6","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM69","ENSG00000185880","ENST00000329464","ENST00000329464.9","MANE Select","chr15",44736528,44767827,1.048,2.5055e-08,29,37.729,0.76864,1.0277,-0.2849,0.984,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
503,570,"RCBTB2",1102,"O95199","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RCBTB2","ENSG00000136161","ENST00000344532","ENST00000344532.8","MANE Select","chr13",48488963,48533080,1.0521,3.1358e-16,55,65.44,0.84046,0.88074,1.3264,0.86216,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.771,0,0,"[]","[]"
504,124,"RNF122",79845,"Q9H9V4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF122","ENSG00000133874","ENST00000256257","ENST00000256257.2","MANE Select","chr8",33547754,33567128,1.0554,7.2292e-05,17,24.16,0.70365,0.84792,0.91298,0.90533,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
505,22,"DCST1",149095,"Q5T197","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCST1","ENSG00000163357","ENST00000295542","ENST00000295542.6","MANE Select","chr1",155033824,155050930,1.0565,1.7376e-23,78,89.128,0.87515,0.96916,0.40085,0.97882,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
506,47,"MARCHF11",441061,"A6NNE9","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MARCHF11","ENSG00000183654","ENST00000332432","ENST00000332432.9","MANE Select","chr5",16067139,16179791,1.0592,2.0318e-08,29,37.331,0.77683,0.90371,0.9484,1.0221,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.64842,59.999,0,0.053897,"[]","[]"
507,122,"RNF115",27246,"Q9Y4L5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF115","ENSG00000265491","ENST00000582693","ENST00000582693.5","MANE Select","chr1",145738868,145824095,1.0676,4.3405e-09,31,39.188,0.79106,1.006,-0.050026,0.94652,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.468,0.0625,0,"[]","[]"
508,586,"CRBN",51185,"Q96SW2","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CRBN","ENSG00000113851","ENST00000231948","ENST00000231948.9","MANE Select","chr3",3150011,3179691,1.0716,6.7652e-16,53,62.179,0.85237,1.1599,-1.572,1.1811,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
509,517,"KCTD12",115207,"Q96CX2","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KCTD12","ENSG00000178695","ENST00000377474","ENST00000377474.4","MANE Select","chr13",76880175,76886405,1.0734,0.00011455,16,22.639,0.70673,0.96334,0.33869,1.1402,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.91692,59.998,0,0,"[]","[]"
510,215,"TRIM22",10346,"Q8IYM9","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM22","ENSG00000132274","ENST00000379965","ENST00000379965.8","MANE Select","chr11",5689790,5710863,1.0761,1.828e-13,45,53.613,0.83934,1.0424,-0.43984,1.039,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
511,322,"RMND5B",64777,"Q96G75","Degenerate RING","degenerate RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RMND5B","ENSG00000145916","ENST00000313386","ENST00000313386.9","MANE Select","chr5",178131014,178150568,1.078,1.4805e-12,42,50.392,0.83346,0.91048,0.86097,1.0477,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
512,625,"ANKRD9",122416,"Q96BM1","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ANKRD9","ENSG00000156381","ENST00000286918","ENST00000286918.9","MANE Select","chr14",102501767,102509776,1.0789,0.00080009,13,19.156,0.67862,1.0362,-0.34476,1.0826,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.39642,59.997,0,0,"[]","[]"
513,240,"TRIM47",91107,"Q96LD4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM47","ENSG00000132481","ENST00000254816","ENST00000254816.6","MANE Select","chr17",75874164,75878581,1.0802,7.963e-14,46,54.449,0.84483,0.9065,1.203,0.95554,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.64734,59.999,0,0,"[]","[]"
514,257,"TRIM6",117854,"Q9C030","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM6","ENSG00000121236","ENST00000380097","ENST00000380097.8","MANE Select","chr11",5596637,5612952,1.0828,6.384e-13,43,51.207,0.83973,1.0807,-0.85673,0.92506,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.967,0,0,"[]","[]"
515,674,"DDRGK1",65992,"Q96HY6","Atypical E3 (catalytic site formed from multiple interfaces), Ubl E3","Atypical","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DDRGK1","ENSG00000198171","ENST00000354488","ENST00000354488.8","MANE Select","chr20",3190350,3204682,1.087,2.0672e-11,38,45.823,0.82928,0.95971,0.35213,1.0139,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
516,416,"FBXO4",26272,"Q9UKT5","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO4","ENSG00000151876","ENST00000281623","ENST00000281623.8","MANE Select","chr5",41925281,41941743,1.087,8.6127e-11,36,43.737,0.82309,0.91756,0.76557,1.0873,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.83721,59.998,0,0,"[]","[]"
517,7,"BIRC7",79444,"Q96CA5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BIRC7","ENSG00000101197","ENST00000217169","ENST00000217169.8","MANE Select","chr20",63235905,63240495,1.0876,9.9087e-08,26,33.17,0.78385,1.0194,-0.16601,1.0295,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
518,439,"FBXW8",26259,"Q8N3Y1","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW8","ENSG00000174989","ENST00000652555","ENST00000652555.1","MANE Select","chr12",116910950,117031148,1.089,2.0226e-17,57,65.263,0.87339,0.95356,0.56532,0.93265,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.82274,59.994,0,0,"[]","[]"
519,173,"RNF24",11237,"Q9Y225","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF24","ENSG00000101236","ENST00000358395","ENST00000358395.11","MANE Select","chr20",3927311,4015558,1.0957,0.00034968,14,19.974,0.70091,0.69831,1.7146,0.73631,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
520,582,"ATG16L2",89849,"Q8NAA4","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ATG16L2","ENSG00000168010","ENST00000321297","ENST00000321297.10","MANE Select","chr11",72814411,72829635,1.0987,3.9506e-24,77,84.708,0.909,0.95649,0.53061,1.053,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99946,59.997,0,0,"[]","[]"
521,108,"RFPL4A",342931,"A6NLU0","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFPL4A","ENSG00000223638","ENST00000434937","ENST00000434937.3","MANE Select","chr19",55759097,55763421,1.0996,0.18283,4,8.3246,0.4805,0.30944,5.5781,0.31482,FALSE,FALSE,"missing or flagged constraint","flagged","gene_flags=[""low_exome_mapping_quality""]; constraint_flags=[""outlier_syn""]",TRUE,TRUE,0.90941,37.651,1,0,"[""low_exome_mapping_quality""]","[""outlier_syn""]"
522,91,"PEX2",5828,"P28328","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PEX2","ENSG00000164751","ENST00000357039","ENST00000357039.9","MANE Select","chr8",76980258,77000078,1.1045,1.0299e-05,19,25.241,0.75274,0.98979,0.081498,1.104,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
523,160,"RNF207",388591,"Q6ZRF8","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF207","ENSG00000158286","ENST00000377939","ENST00000377939.5","MANE Select","chr1",6206119,6221299,1.1094,1.0707e-22,72,78.962,0.91183,1.0938,-1.17,0.95032,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.98423,59.998,0,0,"[]","[]"
524,400,"FBXO2",26232,"Q9UK22","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO2","ENSG00000116661","ENST00000354287","ENST00000354287.5","MANE Select","chr1",11648387,11654429,1.1122,9.0265e-10,32,38.647,0.82802,1.0758,-0.66104,1.0331,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.96059,59.998,0,0,"[]","[]"
525,404,"FBXO25",26260,"Q8TCJ0","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO25","ENSG00000147364","ENST00000350302","ENST00000350302.8","MANE Select","chr8",406958,477967,1.1126,6.7139e-14,45,51.857,0.86778,1.1831,-1.6164,1.3181,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.98696,56.126,0.35475,0,"[]","[]"
526,462,"LRRC28",123355,"Q86X40","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2; CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC28","ENSG00000168904","ENST00000301981","ENST00000301981.8","MANE Select","chr15",99251481,99390729,1.1157,5.1433e-12,39,45.658,0.85418,0.99197,0.071695,1.1523,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.92,0,0,"[]","[]"
527,235,"TRIM42",287015,"Q8IWZ5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM42","ENSG00000155890","ENST00000286349","ENST00000286349.4","MANE Select","chr3",140678064,140701150,1.1289,1.0299e-18,59,64.914,0.90889,0.94454,0.72109,1.0222,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
528,89,"PEX10",5192,"O60683","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PEX10","ENSG00000157911","ENST00000447513","ENST00000447513.7","MANE Select","chr1",2403974,2412564,1.13,6.4321e-10,32,38.036,0.8413,1.0554,-0.50524,0.9939,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.88548,59.999,0,0,"[]","[]"
529,269,"TRIM7",81786,"Q9C029","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM7","ENSG00000146054","ENST00000274773","ENST00000274773.12","MANE Select","chr5",181193924,181205196,1.1342,5.9434e-10,32,37.895,0.84443,1.0252,-0.28721,1.0924,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.77756,59.997,0,0,"[]","[]"
530,507,"KBTBD12",166348,"Q3ZCT8","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KBTBD12","ENSG00000187715","ENST00000405109","ENST00000405109.5","MANE Select","chr3",127915232,127987666,1.1358,8.1366e-17,53,58.664,0.90345,0.93706,0.73578,0.90844,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
531,267,"TRIM68",55128,"Q6AZZ1","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM68","ENSG00000167333","ENST00000300747","ENST00000300747.10","MANE Select","chr11",4598672,4608231,1.1359,3.0037e-11,36,41.855,0.86012,1.0444,-0.46584,1.0018,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
532,32,"HLTF",6596,"Q14527","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","HLTF","ENSG00000071794","ENST00000310053","ENST00000310053.10","MANE Select","chr3",149030127,149086533,1.1369,9.7251e-43,127,129.44,0.98116,0.95949,0.59523,0.85384,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.98051,60,0,0,"[]","[]"
533,559,"KLHL40",131377,"Q2TBA0","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL40","ENSG00000157119","ENST00000287777","ENST00000287777.5","MANE Select","chr3",42685537,42692544,1.1386,7.0535e-14,44,49.684,0.88559,1.0491,-0.61046,1.1199,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
534,561,"KLHL42",57542,"Q9P2K6","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL42","ENSG00000087448","ENST00000381271","ENST00000381271.7","MANE Select","chr12",27780233,27803040,1.1387,2.1388e-08,27,32.699,0.82571,0.8756,1.2564,1.0756,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.70363,59.999,0,0,"[]","[]"
535,138,"RNF148",378925,"Q8N7C7","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF148","ENSG00000235631","ENST00000434824","ENST00000434824.2","MANE Select","chr7",122701668,122702922,1.1502,5.1493e-05,16,21.128,0.75727,1.1332,-1.0989,1.0994,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
536,3,"BARD1",580,"Q99728","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BARD1","ENSG00000138376","ENST00000260947","ENST00000260947.9","MANE Select","chr2",214725646,214809683,1.1523,5.9005e-24,73,76.975,0.94837,1.0577,-0.75402,1.1362,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.996,0,0.009438,"[]","[]"
537,260,"TRIM62",55223,"Q9BVG3","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM62","ENSG00000116525","ENST00000291416","ENST00000291416.10","MANE Select","chr1",33145399,33182043,1.1528,2.1848e-12,39,44.186,0.88263,0.81739,2.0092,0.95096,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99298,59.999,0,0,"[]","[]"
538,329,"WDSUB1",151525,"Q8N9V3","Degenerate RING (U-box)","degenerate RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDSUB1","ENSG00000196151","ENST00000359774","ENST00000359774.9","MANE Select","chr2",159235798,159286703,1.1542,9.9556e-16,49,53.866,0.90967,0.9146,0.86341,0.96731,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
539,18,"CGRRF1",10668,"Q99675","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CGRRF1","ENSG00000100532","ENST00000216420","ENST00000216420.12","MANE Select","chr14",54509906,54539292,1.1563,3.943e-10,32,37.171,0.86088,1.022,-0.18324,1.005,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.788,0,0,"[]","[]"
540,450,"ASB2",51676,"Q96Q27","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2; CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB2","ENSG00000100628","ENST00000555019","ENST00000555019.6","MANE Select","chr14",93934166,93976570,1.1572,7.8282e-19,58,62.374,0.92988,1.0452,-0.5743,1.0017,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99738,59.998,0,0,"[]","[]"
541,106,"RFPL2",10739,"O75678","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFPL2","ENSG00000128253","ENST00000652607","ENST00000652607.2","MANE Select","chr22",32190438,32205073,1.158,0.00040145,13,17.849,0.72832,0.89919,0.94127,1.0448,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,55.425,0.89506,0,"[]","[]"
542,176,"RNF32",140545,"Q9H0A6","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF32","ENSG00000105982","ENST00000317955","ENST00000317955.10","MANE Select","chr7",156640774,156677130,1.1582,1.8794e-11,36,41.046,0.87706,0.94568,0.48416,0.95735,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99632,59.997,0,0,"[]","[]"
543,126,"RNF125",54941,"Q96EQ8","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF125","ENSG00000101695","ENST00000217740","ENST00000217740.4","MANE Select","chr18",32018825,32073219,1.1613,1.2405e-06,21,26.039,0.80647,0.90194,0.72356,0.86971,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
544,79,"NHLRC1",378884,"Q6VVB1","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NHLRC1","ENSG00000187566","ENST00000340650","ENST00000340650.6","MANE Select","chr6",18120440,18122677,1.1658,0.0030877,10,14.55,0.68728,1.006,-0.058734,1.0314,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
545,632,"ASB15",142685,"Q8WXK1","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB15","ENSG00000146809","ENST00000451215","ENST00000451215.6","MANE Select","chr7",123601821,123639481,1.1678,1.2802e-17,54,58.005,0.93096,0.96134,0.43852,0.94877,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
