"input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","match_status","gnomad_symbol_matches","match_method","match_note","matched_gnomad_symbol","ensembl_gene_id","transcript_id","duplicated_gene_assignment","quality_status","quality_flags"
535,"KLHL14","57565","Q9P2G3","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL14","ENSG00000197705","ENST00000359358",FALSE,"pass","none"
536,"KLHL15","80311","Q96M94","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL15","ENSG00000174010","ENST00000328046",FALSE,"pass","none"
537,"KLHL17","339451","Q6TDP4","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL17","ENSG00000187961","ENST00000338591",FALSE,"flagged","constraint_flags=[""outlier_syn""]"
538,"KLHL18","23276","O94889","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL18","ENSG00000114648","ENST00000232766",FALSE,"pass","none"
539,"KLHL2","11275","O95198","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL2","ENSG00000109466","ENST00000226725",FALSE,"pass","none"
540,"KLHL20","27252","Q9Y2M5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL20","ENSG00000076321","ENST00000209884",FALSE,"pass","none"
541,"KLHL21","9903","Q9UJP4","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL21","ENSG00000162413","ENST00000377658",FALSE,"pass","none"
542,"KLHL22","84861","Q53GT1","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL22","ENSG00000099910","ENST00000328879",FALSE,"pass","none"
543,"KLHL23","151230","Q8NBE8","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL23","ENSG00000213160","ENST00000392647",FALSE,"pass","none"
544,"KLHL24","54800","Q6TFL4","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL24","ENSG00000114796","ENST00000242810",FALSE,"pass","none"
545,"KLHL25","64410","Q9H0H3","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL25","ENSG00000183655","ENST00000337975",FALSE,"pass","none"
546,"KLHL26","55295","Q53HC5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL26","ENSG00000167487","ENST00000300976",FALSE,"pass","none"
547,"KLHL28","54813","Q9NXS3","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL28","ENSG00000179454","ENST00000396128",FALSE,"pass","none"
548,"KLHL29","114818","Q96CT2","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL29","ENSG00000119771","ENST00000486442",FALSE,"pass","none"
549,"KLHL3","26249","Q9UH77","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL3","ENSG00000146021","ENST00000309755",FALSE,"pass","none"
550,"KLHL30","377007","Q0D2K2","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL30","ENSG00000168427","ENST00000409223",FALSE,"pass","none"
551,"KLHL31","401265","Q9H511","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL31","ENSG00000124743","ENST00000370905",FALSE,"pass","none"
552,"KLHL32","114792","Q96NJ5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL32","ENSG00000186231","ENST00000369261",FALSE,"pass","none"
553,"KLHL33","123103","A6NCF5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL33","ENSG00000185271","ENST00000636854",FALSE,"pass","none"
554,"KLHL34","257240","Q8N239","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL34","ENSG00000185915","ENST00000379499",FALSE,"pass","none"
555,"KLHL35","283212","Q6PF15","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL35","ENSG00000149243","ENST00000539798",FALSE,"pass","none"
556,"KLHL36","79786","Q8N4N3","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL36","ENSG00000135686","ENST00000564996",FALSE,"pass","none"
557,"KLHL38","340359","Q2WGJ6","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL38","ENSG00000175946","ENST00000684634",FALSE,"pass","none"
558,"KLHL4","56062","Q9C0H6","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL4","ENSG00000102271","ENST00000373119",FALSE,"pass","none"
559,"KLHL40","131377","Q2TBA0","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL40","ENSG00000157119","ENST00000287777",FALSE,"pass","none"
560,"KLHL41","10324","O60662","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL41","ENSG00000239474","ENST00000284669",FALSE,"pass","none"
561,"KLHL42","57542","Q9P2K6","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL42","ENSG00000087448","ENST00000381271",FALSE,"pass","none"
562,"KLHL5","51088","Q96PQ7","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL5","ENSG00000109790","ENST00000504108",FALSE,"pass","none"
563,"KLHL6","89857","Q8WZ60","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL6","ENSG00000172578","ENST00000341319",FALSE,"pass","none"
564,"KLHL7","55975","Q8IXQ5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL7","ENSG00000122550","ENST00000339077",FALSE,"pass","none"
565,"KLHL8","57563","Q9P2G9","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL8","ENSG00000145332","ENST00000273963",FALSE,"pass","none"
566,"KLHL9","55958","Q9P2J3","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL9","ENSG00000198642","ENST00000359039",FALSE,"pass","none"
567,"LGALS3BP","3959","Q08380","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LGALS3BP","ENSG00000108679","ENST00000262776",FALSE,"pass","none"
568,"LZTR1","8216","Q8N653","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LZTR1","ENSG00000099949","ENST00000646124",FALSE,"flagged","constraint_flags=[""outlier_lof""]"
569,"RCBTB1","55213","Q8NDN9","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RCBTB1","ENSG00000136144","ENST00000378302",FALSE,"pass","none"
570,"RCBTB2","1102","O95199","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RCBTB2","ENSG00000136161","ENST00000344532",FALSE,"pass","none"
571,"RHOBTB1","9886","O94844","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RHOBTB1","ENSG00000072422","ENST00000337910",FALSE,"pass","none"
572,"RHOBTB2","23221","Q9BYZ6","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RHOBTB2","ENSG00000008853","ENST00000251822",FALSE,"pass","none"
573,"RHOBTB3","22836","O94955","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RHOBTB3","ENSG00000164292","ENST00000379982",FALSE,"pass","none"
574,"SHKBP1","92799","Q8TBC3","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SHKBP1","ENSG00000160410","ENST00000291842",FALSE,"pass","none"
575,"SPOP","8405","O43791","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPOP","ENSG00000121067","ENST00000504102",FALSE,"pass","none"
576,"SPOPL","339745","Q6IQ16","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPOPL","ENSG00000144228","ENST00000280098",FALSE,"pass","none"
577,"TNFAIP1","7126","Q13829","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TNFAIP1","ENSG00000109079","ENST00000226225",FALSE,"pass","none"
578,"AHR","196","P35869","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","AHR","ENSG00000106546","ENST00000242057",FALSE,"pass","none"
579,"AMBRA1","55626","Q9C0C7","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","AMBRA1","ENSG00000110497","ENST00000683756",FALSE,"pass","none"
580,"ARPC1B","10095","O15143","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ARPC1B","ENSG00000130429","ENST00000646101",FALSE,"pass","none"
581,"ATG16L1","55054","Q676U5","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ATG16L1","ENSG00000085978","ENST00000392017",FALSE,"pass","none"
582,"ATG16L2","89849","Q8NAA4","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ATG16L2","ENSG00000168010","ENST00000321297",FALSE,"pass","none"
583,"BRWD1","54014","Q9NSI6","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BRWD1","ENSG00000185658","ENST00000342449",FALSE,"pass","none"
584,"BRWD3","254065","Q6RI45","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BRWD3","ENSG00000165288","ENST00000373275",FALSE,"pass","none"
585,"CIAO1","9391","O76071","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CIAO1","ENSG00000144021","ENST00000488633",FALSE,"pass","none"
586,"CRBN","51185","Q96SW2","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CRBN","ENSG00000113851","ENST00000231948",FALSE,"pass","none"
587,"DCAF1","9730","Q9Y4B6","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF1","ENSG00000145041","ENST00000684031",FALSE,"pass","none"
588,"DCAF10","79269","Q5QP82","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF10","ENSG00000122741","ENST00000377724",FALSE,"pass","none"
589,"DCAF11","80344","Q8TEB1","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF11","ENSG00000100897","ENST00000446197",FALSE,"pass","none"
590,"DCAF12","25853","Q5T6F0","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF12","ENSG00000198876","ENST00000361264",FALSE,"pass","none"
591,"DCAF12L2","340578","Q5VW00","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF12L2","ENSG00000198354","ENST00000360028",FALSE,"pass","none"
592,"DCAF13","25879","Q9NV06","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF13","ENSG00000164934","ENST00000612750",FALSE,"pass","none"
593,"DCAF15","90379","Q66K64","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF15","ENSG00000132017","ENST00000254337",FALSE,"pass","none"
594,"DCAF16","54876","Q9NXF7","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF16","ENSG00000163257","ENST00000382247",FALSE,"pass","none"
595,"DCAF17","80067","Q5H9S7","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF17","ENSG00000115827","ENST00000375255",FALSE,"pass","none"
596,"DCAF4","26094","Q8WV16","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF4","ENSG00000119599","ENST00000358377",FALSE,"pass","none"
597,"DCAF4L1","285429","Q3SXM0","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF4L1","ENSG00000182308","ENST00000333141",FALSE,"pass","none"
598,"DCAF4L2","138009","Q8NA75","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF4L2","ENSG00000176566","ENST00000319675",FALSE,"pass","none"
599,"DCAF5","8816","Q96JK2","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF5","ENSG00000139990","ENST00000341516",FALSE,"pass","none"
600,"DCAF6","55827","Q58WW2","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF6","ENSG00000143164","ENST00000367840",FALSE,"pass","none"
601,"DCAF7","10238","P61962","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF7","ENSG00000136485","ENST00000614556",FALSE,"pass","none"
602,"DCAF8","50717","Q5TAQ9","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF8","ENSG00000132716","ENST00000368074",FALSE,"pass","none"
603,"DCAF8L2","347442","P0C7V8","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF8L2","ENSG00000189186","ENST00000451261",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
604,"DDB2","1643","Q92466","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DDB2","ENSG00000134574","ENST00000256996",FALSE,"pass","none"
605,"DET1","55070","Q7L5Y6","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DET1","ENSG00000140543","ENST00000268148",FALSE,"pass","none"
606,"DTL","51514","Q9NZJ0","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DTL","ENSG00000143476","ENST00000366991",FALSE,"pass","none"
607,"ERCC8","1161","Q13216","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ERCC8","ENSG00000049167","ENST00000676185",FALSE,"pass","none"
608,"GRWD1","83743","Q9BQ67","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","GRWD1","ENSG00000105447","ENST00000253237",FALSE,"pass","none"
609,"LRWD1","222229","Q9UFC0","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRWD1","ENSG00000161036","ENST00000292616",FALSE,"pass","none"
610,"PAFAH1B1","5048","P43034","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PAFAH1B1","ENSG00000007168","ENST00000397195",FALSE,"pass","none"
611,"PHIP","55023","Q8WWQ0","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PHIP","ENSG00000146247","ENST00000275034",FALSE,"pass","none"
612,"PWP1","11137","Q13610","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PWP1","ENSG00000136045","ENST00000412830",FALSE,"pass","none"
613,"RBBP5","5929","Q15291","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RBBP5","ENSG00000117222","ENST00000264515",FALSE,"pass","none"
614,"TBL1X","6907","O60907","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TBL1X","ENSG00000101849","ENST00000645353",FALSE,"pass","none"
615,"TBL1XR1","79718","Q9BZK7","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TBL1XR1","ENSG00000177565","ENST00000457928",FALSE,"pass","none"
616,"TOR1AIP2","163590","Q8NFQ8","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TOR1AIP2","ENSG00000169905","ENST00000609928",FALSE,"pass","none"
617,"TRPC4AP","26133","Q8TEL6","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRPC4AP","ENSG00000100991","ENST00000252015",FALSE,"pass","none"
618,"WDR1","9948","O75083","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR1","ENSG00000071127","ENST00000499869",FALSE,"pass","none"
619,"WDR12","55759","Q9GZL7","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR12","ENSG00000138442","ENST00000261015",FALSE,"pass","none"
620,"WDR26","80232","Q9H7D7","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR26","ENSG00000162923","ENST00000414423",FALSE,"pass","none"
621,"WDR48","57599","Q8TAF3","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR48","ENSG00000114742","ENST00000302313",FALSE,"pass","none"
622,"WDR70","55100","Q9NW82","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR70","ENSG00000082068","ENST00000265107",FALSE,"pass","none"
623,"WDTC1","23038","Q8N5D0","CRL4 substrate receptor (DDB1-binding protein)","CRL4/DDB1","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDTC1","ENSG00000142784","ENST00000319394",FALSE,"pass","none"
